lobbyistName	lobbyistLastName	lobbyistFirstName	lobbystFirmName	lobbyistZip	primaryLobbyistID	annualLobbyistRegistrationId	clientName	clientZip	businessType	industryTradeType	incomeAmount	dateIncomeReceived	reportMonth	reportDueDate	fiscalYear	runDate
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Colorado Chamber of Commerce	80202	Trade	General Business	3,750	09/12/2023	September	10/16/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Colorado Educational & Cultural Facilities Authority	80202	Organization	Statutory	2,500	09/14/2023	September	10/16/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Colorado Mountain College	81601	Government	Education	3,696	09/18/2023	September	10/16/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Comfort Dental	80215	Business Entity	Healthcare/Medical	5,000	09/18/2023	September	10/16/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Google LLC	94043	Business Entity	Advertising Ads	6,000	09/18/2023	September	10/16/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	HCA Management Services	37203	Business Entity	Healthcare/Medical	7,500	09/21/2023	September	10/16/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	King Soopers	80237	Business Entity	Grocery Store	5,000	09/11/2023	September	10/16/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Land Title Association of Colorado	80250	Professional Association	Real Estate	5,000	09/25/2023	September	10/16/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Land Title Association of Colorado	80250	Professional Association	Real Estate	5,000	09/05/2023	September	10/16/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Otsuka America Pharmaceuticals Inc.	20852	Organization	Healthcare/Medical	3,000	09/14/2023	September	10/16/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	RELX Inc.	20036	Business Entity	Technology Solutions	5,300	09/23/2023	September	10/16/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	RELX Inc.	20036	Business Entity	Technology Solutions	5,300	09/21/2023	September	10/16/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	RELX Inc.	20036	Business Entity	Technology Solutions	5,300	09/21/2023	September	10/16/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Special District Assn. of Colorado	80203	Organization	Member Districts	5,000	09/28/2023	September	10/16/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Union Pacific	68102	Business Entity	Transportation	4,500	09/11/2023	September	10/16/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Waste Management	80111	Industry	Waste Management	5,000	09/18/2023	September	10/16/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Western Union	80112	Business Entity	Money transfer; payment services	2,500	09/14/2023	September	10/16/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Albertsons Safeway	80112	Industry	Food Services	6,000	08/07/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Aurora Public Schools	80011	Government	School District	10,000	08/07/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Citizens Advocating for Our State	80202	Organization	Non Profit	5,000	08/01/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Colorado Association of Home Builders	80204	Organization	Member Organization Industrial	5,000	08/25/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Colorado Association of Home Builders	80204	Organization	Member Organization Industrial	5,000	08/03/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Colorado Broadcasters Association	80110	Professional Association	Trade association for Colorado professional broadcasters	1,800	08/22/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Colorado Chamber of Commerce	80202	Trade	General Business	3,750	08/10/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Colorado Educational & Cultural Facilities Authority	80202	Organization	Statutory	2,500	08/16/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Colorado Mountain College	81601	Government	Education	3,500	08/16/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Colorado Mountain College	81601	Government	Education	3,696	08/16/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Colorado Mountain College	81601	Government	Education	3,696	08/07/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Comfort Dental	80215	Business Entity	Healthcare/Medical	5,000	08/22/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Flywheel Government Solutions	20005	Business Entity	Consultant	8,000	08/30/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Flywheel Government Solutions	20005	Business Entity	Consultant	8,000	08/03/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Google LLC	94043	Business Entity	Advertising Ads	6,000	08/28/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	HCA Management Services	37203	Business Entity	Healthcare/Medical	7,500	08/31/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	HCA Management Services	37203	Business Entity	Healthcare/Medical	7,500	08/07/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	King Soopers	80237	Business Entity	Grocery Store	5,000	08/16/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Land Title Association of Colorado	80250	Professional Association	Real Estate	5,000	08/01/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Otsuka America Pharmaceuticals Inc.	20852	Organization	Healthcare/Medical	3,000	08/23/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Special District Assn. of Colorado	80203	Organization	Member Districts	5,000	08/16/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Union Pacific	68102	Business Entity	Transportation	4,500	08/07/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Verra Mobility	85282	Industry	Transportation	5,000	08/28/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Verra Mobility	85282	Industry	Transportation	5,000	08/07/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Waste Management	80111	Industry	Waste Management	5,000	08/17/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Western Union	80112	Business Entity	Money transfer; payment services	2,500	08/11/2023	August   	09/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Albertsons Safeway	80112	Industry	Food Services	6,000	07/07/2023	July     	08/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Amplify Education Inc.	20001	Business Entity	Education	4,000	07/27/2023	July     	08/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Amplify Education Inc.	20001	Business Entity	Education	4,000	07/06/2023	July     	08/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Citizens Advocating for Our State	80202	Organization	Non Profit	5,000	07/05/2023	July     	08/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Colorado Broadcasters Association	80110	Professional Association	Trade association for Colorado professional broadcasters	1,800	07/27/2023	July     	08/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Colorado Chamber of Commerce	80202	Trade	General Business	3,750	07/21/2023	July     	08/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Colorado Educational & Cultural Facilities Authority	80202	Organization	Statutory	2,500	07/21/2023	July     	08/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Colorado Educational & Cultural Facilities Authority	80202	Organization	Statutory	2,500	07/07/2023	July     	08/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Comfort Dental	80215	Business Entity	Healthcare/Medical	5,000	07/21/2023	July     	08/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Flywheel Government Solutions	20005	Business Entity	Consultant	8,000	07/07/2023	July     	08/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Google LLC	94043	Business Entity	Advertising Ads	6,000	07/14/2023	July     	08/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	King Soopers	80237	Business Entity	Grocery Store	5,000	07/21/2023	July     	08/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Land Title Association of Colorado	80250	Professional Association	Real Estate	5,000	07/07/2023	July     	08/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Otsuka America Pharmaceuticals Inc.	20852	Organization	Healthcare/Medical	3,000	07/13/2023	July     	08/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Special District Assn. of Colorado	80203	Organization	Member Districts	5,000	07/27/2023	July     	08/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Special District Assn. of Colorado	80203	Organization	Member Districts	5,000	07/27/2023	July     	08/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Union Pacific	68102	Business Entity	Transportation	4,500	07/07/2023	July     	08/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Waste Management	80111	Industry	Waste Management	5,000	07/28/2023	July     	08/15/2023	2023-2024	02/28/2024
Fulcrum Group US LLC			Fulcrum Group US LLC	80204	20185000198	20235080330	Western Union	80112	Business Entity	Money transfer; payment services	2,500	07/13/2023	July     	08/15/2023	2023-2024	02/28/2024
Furman, Daniel	Furman	Daniel		80202	20125009050	20235081587	Hall & Evans, LLC	80202	Business Entity	Attorney/Legal	5,000	01/01/2024	January  	02/15/2024	2023-2024	02/28/2024
Furman, Daniel	Furman	Daniel		80202	20125009050	20235081587	Hall & Evans, LLC	80202	Business Entity	Attorney/Legal	5,000	12/01/2023	December 	01/16/2024	2023-2024	02/28/2024
Furman, Daniel	Furman	Daniel		80202	20125009050	20235081587	Hall & Evans, LLC	80202	Business Entity	Attorney/Legal	5,000	11/01/2023	November 	12/15/2023	2023-2024	02/28/2024
Furman, Daniel	Furman	Daniel		80202	20125009050	20235081587	Hall & Evans, LLC	80202	Business Entity	Attorney/Legal	5,000	10/01/2023	October  	11/15/2023	2023-2024	02/28/2024
Furman, Daniel	Furman	Daniel		80202	20125009050	20235081587	Hall & Evans, LLC	80202	Business Entity	Attorney/Legal	5,000	09/01/2023	September	10/16/2023	2023-2024	02/28/2024
Furman, Daniel	Furman	Daniel		80202	20125009050	20235081587	Hall & Evans, LLC	80202	Business Entity	Attorney/Legal	5,000	08/01/2023	August   	09/15/2023	2023-2024	02/28/2024
Furman, Daniel	Furman	Daniel		80202	20125009050	20235081587	Hall & Evans, LLC	80202	Business Entity	Attorney/Legal	5,000	07/01/2023	July     	08/15/2023	2023-2024	02/28/2024
FURMAN, LOREN RACHEL (Colorado Chamber of Commerce)	FURMAN	LOREN	Colorado Chamber of Commerce	80202	20085000213	20235076260	Colorado Chamber of Commerce	80202	Professional Association	General Business	9,615	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
FURMAN, LOREN RACHEL (Colorado Chamber of Commerce)	FURMAN	LOREN	Colorado Chamber of Commerce	80202	20085000213	20235076260	Colorado Chamber of Commerce	80202	Professional Association	General Business	1,923	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
FURMAN, LOREN RACHEL (Colorado Chamber of Commerce)	FURMAN	LOREN	Colorado Chamber of Commerce	80202	20085000213	20235076260	Colorado Chamber of Commerce	80202	Professional Association	General Business	1,923	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
FURMAN, LOREN RACHEL (Colorado Chamber of Commerce)	FURMAN	LOREN	Colorado Chamber of Commerce	80202	20085000213	20235076260	Colorado Chamber of Commerce	80202	Professional Association	General Business	1,923	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
FURMAN, LOREN RACHEL (Colorado Chamber of Commerce)	FURMAN	LOREN	Colorado Chamber of Commerce	80202	20085000213	20235076260	Colorado Chamber of Commerce	80202	Professional Association	General Business	1,923	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
FURMAN, LOREN RACHEL (Colorado Chamber of Commerce)	FURMAN	LOREN	Colorado Chamber of Commerce	80202	20085000213	20235076260	Colorado Chamber of Commerce	80202	Professional Association	General Business	1,923	08/31/2023	August   	09/15/2023	2023-2024	02/28/2024
FURMAN, LOREN RACHEL (Colorado Chamber of Commerce)	FURMAN	LOREN	Colorado Chamber of Commerce	80202	20085000213	20235076260	Colorado Chamber of Commerce	80202	Professional Association	General Business	1,923	07/31/2023	July     	08/15/2023	2023-2024	02/28/2024
GAGLIARDI, A. F. (TONY)	GAGLIARDI	A. F.		80203	20017000595	20235076319	NATIONAL FEDERATION OF INDEPENDENT BUSINESS	37214	Professional Association	PROFESSIONAL ASSOCIATION	9,000	01/15/2024	January  	02/15/2024	2023-2024	02/28/2024
GAGLIARDI, A. F. (TONY)	GAGLIARDI	A. F.		80203	20017000595	20235076319	NATIONAL FEDERATION OF INDEPENDENT BUSINESS	37214	Professional Association	PROFESSIONAL ASSOCIATION	1,500	11/15/2023	November 	12/15/2023	2023-2024	02/28/2024
Gall, Amanda Leigh (Meridian Public Affairs, LLC)	Gall	Amanda	Meridian Public Affairs, LLC	80203	20225090935	20235084469	Meridian Public Affairs LLC	80203	Business Entity	Government Affairs/Lobbying	12,600	01/17/2024	January  	02/15/2024	2023-2024	02/28/2024
Gall, Amanda Leigh (Meridian Public Affairs, LLC)	Gall	Amanda	Meridian Public Affairs, LLC	80203	20225090935	20235084469	Meridian Public Affairs LLC	80203	Business Entity	Government Affairs/Lobbying	32,270	01/02/2024	January  	02/15/2024	2023-2024	02/28/2024
Gall, Amanda Leigh (Meridian Public Affairs, LLC)	Gall	Amanda	Meridian Public Affairs, LLC	80203	20225090935	20235084469	Meridian Public Affairs LLC	80203	Business Entity	Government Affairs/Lobbying	12,610	11/28/2023	November 	12/15/2023	2023-2024	02/28/2024
Gall, Amanda Leigh (Meridian Public Affairs, LLC)	Gall	Amanda	Meridian Public Affairs, LLC	80203	20225090935	20235084469	Meridian Public Affairs LLC	80203	Business Entity	Government Affairs/Lobbying	12,000	11/01/2023	November 	12/15/2023	2023-2024	02/28/2024
Gall, Amanda Leigh (Meridian Public Affairs, LLC)	Gall	Amanda	Meridian Public Affairs, LLC	80203	20225090935	20235084469	Meridian Public Affairs LLC	80203	Business Entity	Government Affairs/Lobbying	11,560	10/18/2023	October  	11/15/2023	2023-2024	02/28/2024
Gall, Amanda Leigh (Meridian Public Affairs, LLC)	Gall	Amanda	Meridian Public Affairs, LLC	80203	20225090935	20235084469	Meridian Public Affairs LLC	80203	Business Entity	Government Affairs/Lobbying	12,000	10/06/2023	October  	11/15/2023	2023-2024	02/28/2024
Gall, Amanda Leigh (Meridian Public Affairs, LLC)	Gall	Amanda	Meridian Public Affairs, LLC	80203	20225090935	20235084469	Meridian Public Affairs LLC	80203	Business Entity	Government Affairs/Lobbying	14,560	09/21/2023	September	10/16/2023	2023-2024	02/28/2024
Gall, Amanda Leigh (Meridian Public Affairs, LLC)	Gall	Amanda	Meridian Public Affairs, LLC	80203	20225090935	20235084469	Meridian Public Affairs LLC	80203	Business Entity	Government Affairs/Lobbying	9,000	09/01/2023	September	10/16/2023	2023-2024	02/28/2024
Gall, Amanda Leigh (Meridian Public Affairs, LLC)	Gall	Amanda	Meridian Public Affairs, LLC	80203	20225090935	20235084469	Meridian Public Affairs LLC	80203	Business Entity	Government Affairs/Lobbying	8,289	08/14/2023	August   	09/15/2023	2023-2024	02/28/2024
Gall, Amanda Leigh (Meridian Public Affairs, LLC)	Gall	Amanda	Meridian Public Affairs, LLC	80203	20225090935	20235084469	Meridian Public Affairs LLC	80203	Business Entity	Government Affairs/Lobbying	9,000	08/01/2023	August   	09/15/2023	2023-2024	02/28/2024
Garrett, Tyler Patrick (Rocky Mountain Farmers Union)	Garrett	Tyler	Rocky Mountain Farmers Union	80237	20225088011	20235077832	Rocky Mountain Farmers Union	80237	Organization	Agriculture	950	01/26/2024	January  	02/15/2024	2023-2024	02/28/2024
Garrett, Tyler Patrick (Rocky Mountain Farmers Union)	Garrett	Tyler	Rocky Mountain Farmers Union	80237	20225088011	20235077832	Rocky Mountain Farmers Union	80237	Organization	Agriculture	950	01/12/2024	January  	02/15/2024	2023-2024	02/28/2024
Garrett, Tyler Patrick (Rocky Mountain Farmers Union)	Garrett	Tyler	Rocky Mountain Farmers Union	80237	20225088011	20235077832	Rocky Mountain Farmers Union	80237	Organization	Agriculture	950	12/29/2023	December 	01/16/2024	2023-2024	02/28/2024
Garrett, Tyler Patrick (Rocky Mountain Farmers Union)	Garrett	Tyler	Rocky Mountain Farmers Union	80237	20225088011	20235077832	Rocky Mountain Farmers Union	80237	Organization	Agriculture	950	12/15/2023	December 	01/16/2024	2023-2024	02/28/2024
Garrett, Tyler Patrick (Rocky Mountain Farmers Union)	Garrett	Tyler	Rocky Mountain Farmers Union	80237	20225088011	20235077832	Rocky Mountain Farmers Union	80237	Organization	Agriculture	950	12/01/2023	December 	01/16/2024	2023-2024	02/28/2024
Garrett, Tyler Patrick (Rocky Mountain Farmers Union)	Garrett	Tyler	Rocky Mountain Farmers Union	80237	20225088011	20235077832	Rocky Mountain Farmers Union	80237	Organization	Agriculture	950	11/17/2023	November 	12/15/2023	2023-2024	02/28/2024
Garrett, Tyler Patrick (Rocky Mountain Farmers Union)	Garrett	Tyler	Rocky Mountain Farmers Union	80237	20225088011	20235077832	Rocky Mountain Farmers Union	80237	Organization	Agriculture	950	11/03/2023	November 	12/15/2023	2023-2024	02/28/2024
Garrett, Tyler Patrick (Rocky Mountain Farmers Union)	Garrett	Tyler	Rocky Mountain Farmers Union	80237	20225088011	20235077832	Rocky Mountain Farmers Union	80237	Organization	Agriculture	950	10/20/2023	October  	11/15/2023	2023-2024	02/28/2024
Garrett, Tyler Patrick (Rocky Mountain Farmers Union)	Garrett	Tyler	Rocky Mountain Farmers Union	80237	20225088011	20235077832	Rocky Mountain Farmers Union	80237	Organization	Agriculture	900	10/06/2023	October  	11/15/2023	2023-2024	02/28/2024
Garrett, Tyler Patrick (Rocky Mountain Farmers Union)	Garrett	Tyler	Rocky Mountain Farmers Union	80237	20225088011	20235077832	Rocky Mountain Farmers Union	80237	Organization	Agriculture	900	09/22/2023	September	10/16/2023	2023-2024	02/28/2024
Garrett, Tyler Patrick (Rocky Mountain Farmers Union)	Garrett	Tyler	Rocky Mountain Farmers Union	80237	20225088011	20235077832	Rocky Mountain Farmers Union	80237	Organization	Agriculture	900	09/08/2023	September	10/16/2023	2023-2024	02/28/2024
Garrett, Tyler Patrick (Rocky Mountain Farmers Union)	Garrett	Tyler	Rocky Mountain Farmers Union	80237	20225088011	20235077832	Rocky Mountain Farmers Union	80237	Organization	Agriculture	900	08/25/2023	August   	09/15/2023	2023-2024	02/28/2024
Garrett, Tyler Patrick (Rocky Mountain Farmers Union)	Garrett	Tyler	Rocky Mountain Farmers Union	80237	20225088011	20235077832	Rocky Mountain Farmers Union	80237	Organization	Agriculture	900	08/11/2023	August   	09/15/2023	2023-2024	02/28/2024
Garrett, Tyler Patrick (Rocky Mountain Farmers Union)	Garrett	Tyler	Rocky Mountain Farmers Union	80237	20225088011	20235077832	Rocky Mountain Farmers Union	80237	Organization	Agriculture	900	07/28/2023	July     	08/15/2023	2023-2024	02/28/2024
Garrett, Tyler Patrick (Rocky Mountain Farmers Union)	Garrett	Tyler	Rocky Mountain Farmers Union	80237	20225088011	20235077832	Rocky Mountain Farmers Union	80237	Organization	Agriculture	900	07/14/2023	July     	08/15/2023	2023-2024	02/28/2024
Gates, Landon (Capitol Focus, LLC)	Gates	Landon	Capitol Focus, LLC	80203	20105000359	20235075544	CAPITOL FOCUS LLC	80203	Group of Persons	a full-service government affairs management firm	18,500	01/01/2024	January  	02/15/2024	2023-2024	02/28/2024
Gates, Landon (Capitol Focus, LLC)	Gates	Landon	Capitol Focus, LLC	80203	20105000359	20235075544	CAPITOL FOCUS LLC	80203	Group of Persons	a full-service government affairs management firm	18,500	12/01/2023	December 	01/16/2024	2023-2024	02/28/2024
Gates, Landon (Capitol Focus, LLC)	Gates	Landon	Capitol Focus, LLC	80203	20105000359	20235075544	CAPITOL FOCUS LLC	80203	Group of Persons	a full-service government affairs management firm	18,500	11/01/2023	November 	12/15/2023	2023-2024	02/28/2024
Gates, Landon (Capitol Focus, LLC)	Gates	Landon	Capitol Focus, LLC	80203	20105000359	20235075544	CAPITOL FOCUS LLC	80203	Group of Persons	a full-service government affairs management firm	18,500	10/01/2023	October  	11/15/2023	2023-2024	02/28/2024
Gates, Landon (Capitol Focus, LLC)	Gates	Landon	Capitol Focus, LLC	80203	20105000359	20235075544	CAPITOL FOCUS LLC	80203	Group of Persons	a full-service government affairs management firm	18,500	09/01/2023	September	10/16/2023	2023-2024	02/28/2024
Gates, Landon (Capitol Focus, LLC)	Gates	Landon	Capitol Focus, LLC	80203	20105000359	20235075544	CAPITOL FOCUS LLC	80203	Group of Persons	a full-service government affairs management firm	18,500	08/01/2023	August   	09/15/2023	2023-2024	02/28/2024
Gates, Landon (Capitol Focus, LLC)	Gates	Landon	Capitol Focus, LLC	80203	20105000359	20235075544	CAPITOL FOCUS LLC	80203	Group of Persons	a full-service government affairs management firm	18,500	07/01/2023	July     	08/15/2023	2023-2024	02/28/2024
Gelay, Jessica	Gelay	Jessica		80302	20205116838	20235091574	Western Resource Advocates	80203	Organization	conservation non-profit	500	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Gelay, Jessica	Gelay	Jessica		80302	20205116838	20235091574	Western Resource Advocates	80203	Organization	conservation non-profit	400	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Gelay, Jessica	Gelay	Jessica		80302	20205116838	20235091574	Western Resource Advocates	80203	Organization	conservation non-profit	350	11/30/2022	November 	12/15/2023	2023-2024	02/28/2024
Gelay, Jessica	Gelay	Jessica		80302	20205116838	20235091574	Western Resource Advocates	80203	Organization	conservation non-profit	250	10/15/2023	October  	11/15/2023	2023-2024	02/28/2024
Gelay, Jessica	Gelay	Jessica		80302	20205116838	20235091574	Western Resource Advocates	80203	Organization	conservation non-profit	150	09/15/2023	September	10/16/2023	2023-2024	02/28/2024
Gerber, Lynn (Americans For Prosperity)	Gerber	Lynn	Americans For Prosperity	80203	20235004516	20235076043	Americans for Prosperity	80203	Organization	Educational	250	07/21/2023	July     	08/15/2023	2023-2024	02/28/2024
Giarratana, Ellen Kathleen	Giarratana	Ellen		80203	20215080238	20235091273	Colorado Center on Law and Policy	80203	Organization	non-profit advocacy group	175	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Giarratana, Ellen Kathleen	Giarratana	Ellen		80203	20215080238	20235091273	Colorado Center on Law and Policy	80203	Organization	non-profit advocacy group	171	11/30/2023	November 	12/15/2023	2023-2024	02/28/2024
Giarratana, Ellen Kathleen	Giarratana	Ellen		80203	20215080238	20235091273	Colorado Center on Law and Policy	80203	Organization	non-profit advocacy group	102	09/30/2023	September	10/16/2023	2023-2024	02/28/2024
Giddings, Kyle Benjamin	Giddings	Kyle		80205	20245007506	20245007506	Colorado Criminal Justice Reform Coalition	80205	Organization	Non-Profit	1,888	01/29/2024	January  	02/15/2024	2023-2024	02/28/2024
Gifford, Michael Joseph	Gifford	Michael		80204	20245006474	20245006474	AGC Colorado	80204	Organization	Construction/Engineering	9,167	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
Gilbert, Julia Hope Char	Gilbert	Julia		80203	20225027028	20235091593	Colorado Center on Law and Policy	80203	Organization	Non-profit advocacy group	60	01/18/2024	January  	02/15/2024	2023-2024	02/28/2024
Gilbert, Julia Hope Char	Gilbert	Julia		80203	20225027028	20235091593	Colorado Center on Law and Policy	80203	Organization	Non-profit advocacy group	20	12/31/2023	December 	01/16/2024	2023-2024	02/28/2024
Gilbert, Julia Hope Char	Gilbert	Julia		80203	20225027028	20235091593	Colorado Center on Law and Policy	80203	Organization	Non-profit advocacy group	80	10/31/2023	October  	11/15/2023	2023-2024	02/28/2024
Gillespie, Stuart Campbell	Gillespie	Stuart		80202	20235085139	20235085139	Earthjustice	80202	Organization	Attorney/Legal	90	11/17/2023	November 	12/15/2023	2023-2024	02/28/2024
Gillespie, Stuart Campbell	Gillespie	Stuart		80202	20235085139	20235085139	Earthjustice	80202	Organization	Attorney/Legal	226	07/26/2023	July     	08/15/2023	2023-2024	02/28/2024
Gist, Sarah C	Gist	Sarah		80231	20245000586	20245000586	76 Group	80231	Business Entity	Consultant	7,500	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
GOFF, ERIN E (Husch Blackwell Strategies)	GOFF	ERIN	Husch Blackwell Strategies	80202	20105000068	20235078323	Husch Blackwell Strategies	80202	Business Entity	Government/Civil	25,697	01/31/2024	January  	02/15/2024	2023-2024	02/28/2024
