lobbyistName	lobbyistLastName	lobbyistFirstName	lobbyistFirmName	lobbyistZip	primaryLobbyistID	annualLobbyistRegistrationID	clientName	clientAdress	clientCity	clientState	clientZip	clientPhone	industryTradeType	businessType	clientBeginDate	clientEndDate	clientStatus	ceoNames	fiscalYear	runDate
Davis, Sami Jo (Sewald Hanfling Public Affairs)	Davis	Sami	Sewald Hanfling Public Affairs	80204	20175003501	20235083758	Providence Administrative Consulting Services	262 N University Ave	Farmington	UT	84025	801-447-9829	Healthcare/Medical	Business Entity	11/13/2023		Active  	Amschel, Emily	2023-2024	02/28/2024
Davis, Sami Jo (Sewald Hanfling Public Affairs)	Davis	Sami	Sewald Hanfling Public Affairs	80204	20175003501	20235083758	Sage Hospitality	1575 Welton Street	Denver	CO	80020	303-595-7235	General Business	Business Entity	02/14/2017		Active  	Isenberg, Walter	2023-2024	02/28/2024
Davis, Sami Jo (Sewald Hanfling Public Affairs)	Davis	Sami	Sewald Hanfling Public Affairs	80204	20175003501	20235083758	Sewald Hanfling Public Affairs	511 Broadway	Denver	CO	80203	303-800-4500	Government/Civil	Business Entity	01/01/2017		Active  	Hanfling, Joshua; Sewald, Rd	2023-2024	02/28/2024
Davis, Sami Jo (Sewald Hanfling Public Affairs)	Davis	Sami	Sewald Hanfling Public Affairs	80204	20175003501	20235083758	Vivage Quality Health Partners	12136 W. Bayaud Avenue, Ste 200	Lakewood	CO	80228	303-274-3137	Healthcare/Medical	Business Entity	01/01/2017		Active  	Moskowitz, Jay	2023-2024	02/28/2024
Davis, Sami Jo (Sewald Hanfling Public Affairs)	Davis	Sami	Sewald Hanfling Public Affairs	80204	20175003501	20235083758	Xiphos Strategies	3897 Maverick Ct	Castle Rock	CO	80104	303-570-4675	Education	Organization	10/27/2021		Active  		2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	Alorica Inc	5161 California Avenue, Suite 100	Irvine	CA	92617	918-615-7700	General Business	Industry	08/15/2023		Active  		2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	Behavioral Health Group	5001 Spring Valley Road, Suite 600	East Dallas	TX	75244	360-969-0803	Healthcare/Medical	Industry	08/15/2023		Active  		2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	Cengage Learning Inc.	200 Pier Four Blvd, Suite 400	Boston	MA	02210	614-946-2980	Education	Business Entity	08/15/2023		Active  	Hansen, Michael E	2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	Colorado Business Roundtable	6295 Greenwood Plaza Blvd, Suite 100	Greenwood Village	CO	80111	720-280-0511	General Business	Professional Association	08/15/2023		Active  	Brown, Debbie	2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	Colorado WINS	2525 W. Alameda Ave	Denver	CO	80219	303-727-8040	Labor Unions	Organization	10/16/2023		Active  		2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	CommuniCare Technology Inc.	9450 SW Gemini Drive, PMB 75708	Beaverton	OR	97008	225-614-5842	Science/Technology	Organization	08/15/2023		Active  	Lencioni, Cynthia B	2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	Cornerstone Government Affairs	800 Maine Avenue SW, 7th Floor	Washington	DC	20024	202-448-9500	Consultant	Organization	08/15/2023		Active  		2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	CRH Americas	600 Ashwood Parkway	Atlanta	GA	30338	972-741-7258	Construction/Engineering	Industry	08/15/2023		Active  		2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	Edera	1730 Pennsylvania Avenue NW, Suite 875	Washington	DC	20006	203-589-0328	Consultant	Business Entity	10/04/2023		Active  	Carr, Kevin	2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	FreedomCare	1979 Marcus Avenue, Suite C115	Lake Success	NY	11042	617-959-4115	Healthcare/Medical	Business Entity	01/01/2024		Active  	Gabay, Yoel	2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	HCBS Advocacy LLC	888 17th Street NW, Suite 1250	Washington	DC	20006	202-355-9756	Energy	Industry	01/01/2024		Active  		2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	Heliogen Holdings, Inc.	130 W Union Street	Pasadena	CA	91103	626-720-4540	Energy	Industry	08/15/2023		Active  		2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	Intoxalock	11035 Aurora Ave	Des Moines	IA	50325	515-745-1900	Science/Technology	Industry	08/15/2023		Active  		2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	Lada Cube	2326 Grand Park Dr.	Grand Junction	CO	81505	970-234-4029	Firefighters/Paramedics	Business Entity	10/01/2023		Active  	Fay, John	2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	Land O'Lakes, Inc	4001 Lexington Avenue N	Arden Hills	MN	55126	651-375-6988	Agriculture	Business Entity	08/15/2023		Active  	Ford, Beth	2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	Match Group	8750 N Central Expy	Dallas	TX	75231	919-601-5502	Online Dating Service	Business Entity	01/16/2024		Active  	Holgate, Taylor	2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	Motor Vehicle Software Corporation (Vitu)	29901 Agoura Road	Agoura Hills	CA	91301	406-270-6699	Transportation	Organization	08/15/2023		Active  		2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	MxV Rail	350 Keeler Pkwy	Pueblo	CO	81001	719-584-0535	Transportation	Organization	01/16/2024		Active  		2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	National Insurance Crime Bureau	1111 E. Touhy Avenue, Suite 400	Des Plaines	IL	60018	847-544-7000	Insurance	Organization	02/06/2024		Active  		2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	Neighborhood Development Collaborative	1529 Spruce Street, #10	Boulder	CO	80302	970-948-4614	Real Estate	Organization	01/01/2024		Active  		2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	QuikTrip Corporation	4705 South 129th East Avenue	Tulsa	OK	74134	866-256-7422	Merchandise/Retail	Industry	08/15/2023		Active  		2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	Sheet Metal and Air Conditioning Contractors' National Association Colorado Chapter	1114 W 7th Avenue, #250	Denver	CO	80204	303-832-4224	Trade Association	Professional Association	08/15/2023		Active  		2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	Spectra Centers	7205 W. 120th Avenue	Broomfield	CO	80020	303-589-8941	Healthcare/Medical	Organization	11/15/2023		Active  		2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	Sysco Corporation	1390 Enclave Parkway	Houston	TX	77077	281-584-2394	Food Services	Business Entity	08/15/2023		Active  	Hourican, Kevin	2023-2024	02/28/2024
Davisson, Megan Elizabeth (Cornerstone Government Affairs)	Davisson	Megan	Cornerstone Government Affairs	80264	20235083755	20235083755	The Phoenix	2239 Champa Street	Denver	CO	80205	720-464-2858	Healthcare/Medical	Organization	08/15/2023		Active  	Murphy, Joshua	2023-2024	02/28/2024
Day, Giuliana (Americans for Prosperity)	Day	Giuliana	Americans for Prosperity	80203	20235004494	20235076040	Americans for Prosperity	789 Sherman Street, Suite 550	Denver	CO	80203	720-646-2155	Educational	Organization	01/01/2023		Active  		2023-2024	02/28/2024
DCI Group AZ, L.L.C.			DCI Group AZ, L.L.C.	20006	20225072461	20235078781	Sage Therapeutics Inc	215 First Street	Cambridge	MA	02142	310-880-9605	Healthcare/Medical	Business Entity	07/01/2022		Active  	Greene, Barry	2023-2024	02/28/2024
Deal, Stothard	Deal	Stothard		60661	20235091535	20235091535	Trans Union LLC	555 W Adams St	Chicago	IL	60661	312-520-4603	Financial/Investment	Business Entity	10/12/2023		Active  	Cartwright, Christopher A	2023-2024	02/28/2024
DeGolia, Alexander	DeGolia	Alexander		10010	20235028820	20245018862	Environmental Defense Action Fund	257 Park Ave South, 11th Floor	New York	NY	10010	212-616-1205	Environmental Advocacy	Organization	01/01/2023		Active  		2023-2024	02/28/2024
Deming, Jefferson	Deming	Jefferson		54481	20215072550	20235077964	Sentry Insurance Company	1800 NORTH POINT DRIVE	STEVENS POINT	WI	54481	262-748-7078	Insurance	Business Entity	08/16/2021		Active  	Mcpartland, Pete	2023-2024	02/28/2024
DeNovellis, David J (Novel Strategies, LLC)	DeNovellis	David	Novel Strategies, LLC	80221	20235079450	20235079450	Action Behavior Centers, LLC	1601 S. MoPac Expw., Suite C-300	Austin	TX	78745	610-416-3569	Healthcare/Medical	Business Entity	08/01/2023		Active  	Sanghavi, Hersh	2023-2024	02/28/2024
DeNovellis, David J (Novel Strategies, LLC)	DeNovellis	David	Novel Strategies, LLC	80221	20235079450	20235079450	Care Options for Kids	12770 Colt Rd., Suite 870	Dallas	TX	75251	972-630-6356	Healthcare/Medical	Business Entity	08/23/2023		Active  	Reiswig, Michael J	2023-2024	02/28/2024
DeNovellis, David J (Novel Strategies, LLC)	DeNovellis	David	Novel Strategies, LLC	80221	20235079450	20235079450	Colorado Academy of Family Physicians	303 E. 17th Ave, #400	Denver	CO	80203	303-696-6655	Healthcare/Medical	Professional Association	11/01/2023		Active  		2023-2024	02/28/2024
DeNovellis, David J (Novel Strategies, LLC)	DeNovellis	David	Novel Strategies, LLC	80221	20235079450	20235079450	Colorado Freedom Fund	PO Box 6311	Denver	CO	80206	303-880-4404	Non-profit	Organization	09/22/2023		Active  		2023-2024	02/28/2024
DeNovellis, David J (Novel Strategies, LLC)	DeNovellis	David	Novel Strategies, LLC	80221	20235079450	20235079450	Colorado Legal Services	1905 Sherman Street, Suite 300	Denver	CO	80203	303-866-9399	Attorney/Legal	Business Entity	09/22/2023		Active  	Baca, Matthew	2023-2024	02/28/2024
DeNovellis, David J (Novel Strategies, LLC)	DeNovellis	David	Novel Strategies, LLC	80221	20235079450	20235079450	Colorado Long-Term Assistance Service Providers (CLASP)	3355 S. Akron St.	Denver	CO	8021	719-362-7969	Healthcare/Medical	Organization	09/01/2023		Active  		2023-2024	02/28/2024
DeNovellis, David J (Novel Strategies, LLC)	DeNovellis	David	Novel Strategies, LLC	80221	20235079450	20235079450	The Brady Campaign to Prevent Gun Violence	840 First St. NE #400	Washington	DC	20002	202-370-8100	Gun Violence Prevention	Organization	12/14/2023		Active  		2023-2024	02/28/2024
Diamond, Joshua (Dinse, P.C.)	Diamond	Joshua	Dinse, P.C.	05495	20235104189	20235104189	PrizePicks	3423 Piedmont Rd., NE	Atlanta	GA	30305	770-545-6450	Entertainment/Recreation	Business Entity	11/01/2023		Active  	Adam, Wexler	2023-2024	02/28/2024
DiCarmine, Kristen M.	DiCarmine	Kristen		10010	20235056589	20235075478	New York Life Insurance Company	51 Madison Avenue	New York	NY	10010	212-576-6881	Insurance	Business Entity	04/24/2023		Active  	Desanto, Craig	2023-2024	02/28/2024
Dickhoner, Brenda Bautsch	Dickhoner	Brenda		80120	20225007310	20245001251	Ready Colorado	2679 W. Main St., Ste. 300-312	Littleton	CO	80120	720-341-5996	Education	Organization	01/01/2022		Active  	Dickhoner, Brenda B	2023-2024	02/28/2024
Dillon, John	Dillon	John		80020	20205006384	20235078826	The Home Depot	1155 F Street NW, Suite 400	Washington	DC	20004	202-393-4457	Merchandise/Retail	Business Entity	01/15/2020		Active  	Menear, Craig	2023-2024	02/28/2024
Diridon, Rod	Diridon	Rod		94965	20215082220	20235078321	Apple Inc.	c/o Politicom Law LLP, 28 Liberty Ship Way, Suite 2815	Sausalito	CA	94965	415-903-2800	Technology	Business Entity	11/01/2021		Active  	Cook, Timothy	2023-2024	02/28/2024
DiSalvo, Nina Elizabeth	DiSalvo	Nina		802237	20195027759	20235089362	Towards Justice of Colorado (DBA Towards Justice)	Towards Justice, 1410 High Street, Suite 300	Denver	CO	80218		Attorney/Legal	Organization	07/15/2019		Active  	Seligman, David H	2023-2024	02/28/2024
Dollar, Meghan (Colorado Chamber of Commerce)	Dollar	Meghan	Colorado Chamber of Commerce	80202	20225092142	20235076273	Colorado Chamber of Commerce	1600 Broadway, Suite 1000	Denver	CO	80202	303-866-9642	Political Organizations	Organization	11/01/2022		Active  		2023-2024	02/28/2024
Donaldson, Sean	Donaldson	Sean		94965	20245028191	20245028191	Maplebear Inc. d/b/a Instacart	28 Liberty Ship Way, Suite 2815	Sausalito	CA	94965	415-903-2800	App Based Delivery Service	Business Entity	02/01/2024		Active  	Simo, Fidji	2023-2024	02/28/2024
DONNER, CHRISTINE M (Colorado Criminal Justice Reform Coalition)	DONNER	CHRISTINE	Colorado Criminal Justice Reform Coalition	80205	20035000539	20235075640	COLORADO CRIMINAL JUSTICE REFORM COALITION	1212 MARIPOSA ST., #6	DENVER	CO	80204	303-825-0122		Organization	07/15/2010		Active  		2023-2024	02/28/2024
Dooley, Joe	Dooley	Joe		94965	20165026925	20235078153	Google LLC and its Affiliates	c/o 28 Liberty Ship Way, Suite 2815	Sausalito	CA	94965	415-903-2800	Provide Internet-Related Products and Services	Business Entity	09/19/2016		Active  	Pichai, Sundar	2023-2024	02/28/2024
Dotter, Jessica (Colorado District Attorneys' Council)	Dotter	Jessica	Colorado District Attorneys' Council	80237	20215046350	20235077128	Colorado District Attorneys' Council	3600 South Yosemite Street, Suite 200	Denver	CO	80237	303-830-9115	Government/Civil	Government	05/01/2021		Active  		2023-2024	02/28/2024
Dougherty, Dennis J	Dougherty	Dennis		80224	20175038876	20245000180	Colorado AFL-CIO	925 S. Niagara St.	Denver	CO	80238	303-253-4315	Labor Unions	Organization	01/01/2023		Active  		2023-2024	02/28/2024
Drescher, John	Drescher	John		94965	20195023932	20235078311	Apple Inc.	c/o Politicom Law LLP, 28 Liberty Ship Way, Suite 2815	Sausalito	CA	94965	415-903-2800	Technology	Business Entity	07/01/2019		Active  	Cook, Timothy	2023-2024	02/28/2024
Driscoll, James Robert (Jim Driscoll Consulting, LLC)	Driscoll	James	Jim Driscoll Consulting, LLC	80238	20175035114	20235076743	Independent Pharmacy Cooperative	1550 COLUMBUS STREET	Sun Prairie	WI	53590	800-755-1531	Healthcare/Medical	Organization	09/01/2018		Active  		2023-2024	02/28/2024
Driver Rigdon, Camille (3015 Policy Center, Ltd.)	Driver Rigdon	Camille	3015 Policy Center, Ltd.	80207	20225085642	20235078388	South Metro Fire Rescue	9195 E Mineral Ave.	Centennial	CO	80112	720-989-2000	Firefighters/Paramedics	Government	09/26/2023	05/31/2024	Inactive		2023-2024	02/28/2024
Driver Rigdon, Camille (3015 Policy Center, Ltd.)	Driver Rigdon	Camille	3015 Policy Center, Ltd.	80207	20225085642	20235078388	The Colorado Collective for Nature-Based Early Education	PO Box 172931	Denver	CO	80217	801-633-3474	Education	Group of Persons	02/02/2023		Active  		2023-2024	02/28/2024
Dubray, Megan	Dubray	Megan		94901	20235082103	20235082103	Merck Sharp & Dohme LLC.	c/o 2350 Kerner Blvd., Ste 250	San Rafael	CA	94901	415-389-6800	Healthcare/Medical	Business Entity	08/01/2023		Active  	Davis, Robert M.	2023-2024	02/28/2024
Dubuque, Devoy III (Holland & Knight LLP)	Dubuque	Devoy	Holland & Knight LLP	80202	20235067631	20235075448	Bread Financial	3095 Loyalty Cir.	Columbus	OH	43219	614-729-4000	Financial/Investment	Business Entity	06/28/2023		Active  	Galeano, Michael	2023-2024	02/28/2024
Dubuque, Devoy III (Holland & Knight LLP)	Dubuque	Devoy	Holland & Knight LLP	80202	20235067631	20235075448	Holland and Knight LLP	1801 California Street, Floor 50	Denver	CO	80202	303-974-6660	Attorney/Legal	Business Entity	05/29/2023		Active  	Turner, Shawn	2023-2024	02/28/2024
Dubuque, Devoy III (Holland & Knight LLP)	Dubuque	Devoy	Holland & Knight LLP	80202	20235067631	20235075448	Stub Hub, Inc.	175 Greenwich St, 59th Floor	New York	NY	10007	866-788-2482	Entertainment/Recreation	Business Entity	05/29/2023		Active  	Landy, Jonathan	2023-2024	02/28/2024
Dupart, Louis H	Dupart	Louis		80206-4418	20235097946	20235097946	Centennial Airport	7655 South Peoria St.	Englewood	CO	80112	303-790-0598	Transportation	Business Entity	11/01/2023		Active  	Fronapfel, Mike	2023-2024	02/28/2024
Dyar, Jeriel Alyce	Dyar	Jeriel		81501	20245003934	20245003934	Western Colorado Alliance	601 N 1st St	Grand Junction	CO	81501	970-256-7650	Community Organizing Non Profit	Organization	01/01/2024		Active  		2023-2024	02/28/2024
Easterly, Kari	Easterly	Kari		80233	20225094046	20235077287	Arc of Adams County	641 E 112th Ave	Northglenn	CO	80233	720-634-6886	Advocacy	Organization	12/15/2022		Active  		2023-2024	02/28/2024
Eco-Cycle, Inc.			Eco-Cycle, Inc.	80308	20245012527	20245012527	Eco-Cycle, Inc.	P.O. Box 19006	Boulder	CO	80308	303-444-6634	Environmental Services	Organization	01/01/2024		Active  	Jones, Suzanne	2023-2024	02/28/2024
Edwards, Kenneth	Edwards	Kenneth		10004	20235042478	20235078100	Center for Employment Opportunities, Inc.	c/o 28 Liberty Ship Way, Suite 2815	Sausalito	CA	94965	415-903-2800	Non-Profit Organization	Organization	03/15/2023		Active  		2023-2024	02/28/2024
Ehrett, Alexandra L	Ehrett	Alexandra		84124	20225091201	20235077194	ABB E-mobility	950 W Elliot Rd, Ste 100	Tempe	AZ	85284	800-435-7365	Manufacturing	Business Entity	11/01/2022		Active  	Nagler, Asaf	2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	5280 STRATGEGIES/CITY OF BLACK HAWK	303 SOUTH BROADWAY, SUITE 200-321	DENVER	CO	80209	303.916.0579		Business Entity	07/14/2010		Active  	Beasley, Michael	2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	AIRBNB	888 Brannan Street	San Francisco	CA	94103	917-346-2383	Science/Technology	Business Entity	02/15/2022		Active  	Chesky, Brian	2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	American Heart Association	1777 South Harrison Street, Suite 500	Denver	CO	80210	303-880-7788	Healthcare/Medical	Organization	02/18/2023		Active  		2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	Arizona College	2510 W. Dunlap Avenue, 290	Phoenix	AZ	85021	602-759-2219	Education	Business Entity	07/01/2021		Active  	Mansour, Nick	2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	Business for Water Stewardship	1501 SW 1st Street, 885	Portland	OR	97201	503-248-1905	Environmental Services	Organization	10/15/2023		Active  		2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	Centennial State Prosperity	P.O. Box 6692	Denver	CO	80206	313-509-8188	Labor Unions	Organization	01/14/2021		Active  		2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	Charm Industrial	2360 S Rollie Ave	Fort Lupton	CO	80621	215-850-5602	Technology	Business Entity	09/01/2023		Active  	Reinhardt, Peter	2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	Charter Communications Operating, LLC	314 N. Last Chance Gulch	Helena	MT	59601	406-670-3496	Telecommunications	Business Entity	07/01/2013		Active  	Rutledge, Tom	2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	City of Boulder	1777 Broadway	Boulder	CO	80302	(303) 441-30	Government/Civil	Government	01/01/2013		Active  		2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	Colorado Care Workers United	2525 West Alameda Avenue	Denver	CO	80219	303-698-7963	Labor Unions	Organization	01/01/2019		Active  		2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	COLORADO INDEPENDENT ENERGY ASSOCIATION	475 17TH STREET, SUITE 940	DENVER	CO	80202	3032971970		Organization	10/13/2010		Active  		2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	Colorado Nature League	6110 E Colfax Ave, Suite 4-180	Denver	CO	80220	202-340-5443	Wildlife Conservation	Organization	01/01/2024		Active  		2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	COLORADO RIVER OUTFITTERS ASSOCIATION	PO BOX 1662	BUENA VISTA,	CO	81211	3032296075		Organization	07/14/2010		Active  		2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	COLORADO TRIAL LAWYERS ASSOCIATION	1888 SHERMAN ST., STE. 500	DENVER	CO	80203	3038311192		Organization	07/14/2010		Active  		2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	Colorado Wins	2525 W. Alameda Ave	Denver	CO	80219	303.727.8040	Labor Unions	Organization	12/14/2011		Active  		2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	CSU-Global	7800 E Orchard Rd	Greenwood Village, CO	CO	80211	(800) 920-67	Education	Government	01/08/2014		Active  		2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	Dapper Labs	565 Great Northern Way, #600	Vancouver	BC	V5T OHB	617-913-4905	Blockchain	Business Entity	02/07/2024		Active  	Potter, Jon	2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	Denver Zoological Foundation	2300 Steele St.	Denver	CO	80205	720-337-1400	Education	Business Entity	03/20/2015		Active  	Block, Shannon	2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	Environmental Defense Fund	2060 Broadway St, Ste 300	Boulder	CO	80302	303-440-4901	Science/Technology	Organization	01/15/2015		Active  		2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	Everytown for Gun Safety Action Fund	P.O. Box 4184	New York	NY	10163	646-324-8250	NON-PROFIT	Organization	01/01/2013		Active  		2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	Gary Advocacy	1705 17th St., Suite 200	Denver	CO	80202	303-628-3800	Financial/Investment	Business Entity	01/01/2015		Active  	Younggren, David	2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	HEADWATERS STRATEGIES, INC.	1128 GRANT ST., SUITE 200	DENVER	CO	80203	303-834-7799		Business Entity	07/14/2010		Active  	Eichberg, Adam R; Coyne, William C	2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	Healing Advocacy Fund	1580 N LINCOLN ST, STE 630	Denver	CO	80203	720-224-1100	Healthcare/Medical	Organization	12/15/2022		Active  		2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	MAPS Public Benefit Corporation	3141 Stevens Creek Blvd, 40563	San Jose	CA	95117	831-429-6362	Healthcare/Medical	Organization	11/01/2021		Active  		2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	Meta Platforms, Inc	300 West 6th Street, 10th Floor	Austin	TX	78701	650-561-2558	Science/Technology	Business Entity	12/09/2019		Active  	Zuckerberg, Mark	2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	One Colorado	1245 E. Colfax Ave., Suite 204	Denver	CO	80218	303-396-6170	Statewide advocacy organization to support GLBT community	Organization	11/13/2011		Active  	Clark, Brad	2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	Patient Rights Advocate	1188 Centre St, 300	Newton Center	MA	02459	617-658-3116	Healthcare/Medical	Organization	01/26/2023		Active  		2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	PBM Accountability Project	1025 Connecticut Avenue NW	Washington	DC	20036	202-262-0700	Healthcare/Medical	Organization	12/01/2020		Active  		2023-2024	02/28/2024
EICHBERG, ADAM (Headwaters Strategies)	EICHBERG	ADAM	Headwaters Strategies	80264	20095007150	20235076695	People United for Privacy	2101 L Street NW, 800	Washington	DC	20037	336-265-7416	Privacy	Organization	01/26/2023		Active  		2023-2024	02/28/2024
